Marca;Modelo;Comb;Faixa;Ano;Valor;Nome;;;
FORD ;CARGO 6332 E;D;>100;2010; 108.995 ;CARGO;;;
VW ;MPOLO SENIOR R;D;>100;2018; 108.965 ;MPOLO;;;
AUDI ;A3 CB 180CV;G;>100;2014; 108.963 ;A3;;;
BMW ;750I KA81;G;>100;2008; 108.943 ;750I;;;
CHEVROLET ;S10 LT DD4A;D;>100;2018; 108.918 ;S10;;;
VW ;10.160 DRC 4X2;D;>100;2017; 108.916 ;10.160;;;
RENAULT ;MASTER GCASA AMB;D;>100;2020; 108.909 ;MASTER;;;
FIAT ;DUCATO GREEN AMB;D;>100;2020; 108.904 ;DUCATO;;;
FORD ;FUSION TITGTDIAWD;G;>100;2018; 108.895 ;FUSION;;;
VOLVO ;XC60 2.0 T5 MOM;G;>100;2016; 108.815 ;XC60;;;
VW ;9.150 IBRAVA APOLLO;D;>100;2010; 108.814 ;9.150;;;
HYUNDAI ;SANTA FE V6;G;>100;2017; 108.799 ;SANTA;;;
RENAULT ;M REVESCAP L3H2;D;>100;2021; 108.714 ;M;;;
AUDI ;TT RD 2.0TFSI;G;>100;2011; 108.656 ;TT;;;
JEEP ;COMPASS LONGITUDE D;D;>100;2018; 108.651 ;COMPASS;;;
FORD ;CARGO 2932 E;D;>100;2007; 108.639 ;CARGO;;;
CHEVROLET ;S10 LTZ FD4A;G;>100;2019; 108.638 ;S10;;;
VOLVO ;VM 330 4X2T;D;>100;2013; 108.602 ;VM;;;
FORD ;MUSTANG V6;G;>100;2014; 108.600 ;MUSTANG;;;
PEUGEOT ;2008 GRF THP AT;G;>100;2021; 108.586 ;2008;;;
TOYOTA ;HILUX CDSRVA4FD;G;>100;2019; 108.556 ;HILUX;;;
JEEP ;WRANGLER UN SPORT;G;>100;2013; 108.533 ;WRANGLER;;;
FIAT ;DUCATO MULTI;D;>100;2018; 108.503 ;DUCATO;;;
VW ;13.190 CRM 4X2;D;>100;2015; 108.469 ;13.190;;;
VW ;13.190 CRM 4X2 4P;D;>100;2015; 108.469 ;13.190;;;
VW ;25.320 CNC 6X2 SETEC;D;>100;2011; 108.457 ;25.320;;;
TOYOTA ;HILUXSW4 SRV4X4;D;>100;2013; 108.406 ;HILUXSW4;;;
VW ;17230EOD NEOBUS MEGA;D;>100;2009; 108.383 ;17230EOD;;;
VW ;MPOLO TORINO U;D;>100;2009; 108.373 ;MPOLO;;;
CHEVROLET ;S10 LTZ FD4;G;>100;2019; 108.302 ;S10;;;
FORD ;MULTIEIXO 6332E 8X4;D;>100;2009; 108.261 ;MULTIEIXO;;;
VOLVO ;NL10 280;D;>100;2011; 108.252 ;NL10;;;
PEUGEOT ;3008 GRIFFE AT;G;>100;2018; 108.247 ;3008;;;
VW ;BUSSCAR ECOSS U;D;>100;2008; 108.240 ;BUSSCAR;;;
TOYOTA ;TUNDRA CREWMAX;G;>100;2011; 108.238 ;TUNDRA;;;
VW ;15.190 EOD E.S.ORE;D;>100;2011; 108.202 ;15.190;;;
VOLVO ;FM370 4X2R;D;>100;2011; 108.190 ;FM370;;;
CHEV ;CRUZE PRE HB AT;G;>100;2020; 108.152 ;CRUZE;;;
FORD ;CARGO 1933 TL;D;>100;2011; 108.129 ;CARGO;;;
CHEV ;TRAILBLAZER LT D4A;D;>100;2015; 108.122 ;TRAILBLAZER;;;
BMW ;M135I 1B71;G;>100;2013; 108.095 ;M135I;;;
AUDI ;A3 LM 220CV;G;>100;2017; 108.089 ;A3;;;
VOLVO ;COMIL VERSATILE R;D;>100;2011; 107.975 ;COMIL;;;
VOLVO ;NEOBUS MEGA;D;>100;2010; 107.954 ;NEOBUS;;;
VOLVO ;XC60 T6 R DESIGN;G;>100;2015; 107.921 ;XC60;;;
VW ;COMIL PIA ROD O;D;>100;2013; 107.915 ;COMIL;;;
BMW ;X6 XDRIVE 35I FG21;G;>100;2010; 107.900 ;X6;;;
VOLVO ;FM 370 6X2T;D;>100;2008; 107.893 ;FM;;;
VW ;31.320 CLC 6X4;D;>100;2010; 107.850 ;31.320;;;
CHEVROLET ;S10 LTZ FD2A;G;>100;2020; 107.843 ;S10;;;
TOYOTA ;CAMRY XLE;G;>100;2016; 107.825 ;CAMRY;;;
NISSAN ;FRONTIER SEATX4;D;>100;2017; 107.795 ;FRONTIER;;;
FORD ;MUSTANG GTPREMIUM;G;>100;2009; 107.762 ;MUSTANG;;;
VW ;COMIL VERSATILE I;D;>100;2010; 107.754 ;COMIL;;;
VW ;MPOLO VIALE U;D;>100;2011; 107.754 ;MPOLO;;;
BMW ;335ICA WL71;G;>100;2010; 107.744 ;335ICA;;;
VOLVO ;VM 220 6X2R;D;>100;2014; 107.710 ;VM;;;
CHEVROLET ;S10 HC DD4A;G;>100;2015; 107.697 ;S10;;;
TOYOTA ;HILUX SW4 4X4SR;D;>100;2014; 107.685 ;HILUX;;;
VW ;MPOLO IDEALE R;D;>100;2007; 107.677 ;MPOLO;;;
TOYOTA ;HILUX CDSRVA4GF;G;>100;2018; 107.644 ;HILUX;;;
RENAULT ;MASTER L2H2 MNPA;D;>100;2020; 107.637 ;MASTER;;;
JAGUAR ;S TYPE V8 R;G;>100;2007; 107.618 ;S;;;
RENAULT ;MASTER MBUS L3H2;D;>100;2019; 107.618 ;MASTER;;;
VOLVO ;VM 260 6X4R;D;>100;2011; 107.577 ;VM;;;
TOYOTA ;RAV4 4X2 20L;G;>100;2018; 107.572 ;RAV4;;;
VW ;MULTIEIXO 31320 8X4;D;>100;2007; 107.527 ;MULTIEIXO;;;
VW ;BMB 31.320 CLC CM;D;>100;2009; 107.514 ;BMB;;;
VW ;17260 EOT NEOBUS SPEC;D;>100;2009; 107.473 ;17260;;;
BMW ;320I GRAN TURISMO;G;>100;2016; 107.462 ;320I;;;
DODGE ;RAM 2500;D;>100;2011; 107.459 ;RAM;;;
AUDI ;TT ROADSTER 2.0;G;>100;2011; 107.451 ;TT;;;
CHEVROLET ;S10 LT DD4;D;>100;2018; 107.430 ;S10;;;
NISSAN ;370Z COUPE;G;>100;2011; 107.394 ;370Z;;;
HYUNDAI ;TUCSON TURBO GLS;G;>100;2019; 107.389 ;TUCSON;;;
VOLVO ;VM 330 4X2R;D;>100;2013; 107.364 ;VM;;;
BMW ;328I ACTIVE FLEX;G;>100;2015; 107.357 ;328I;;;
VW ;24.250 CNC 6X2;D;>100;2012; 107.347 ;24.250;;;
RENAULT ;MASTER MAR P CAD;D;>100;2019; 107.288 ;MASTER;;;
VW ;25.320 CLC T 6X2;D;>100;2011; 107.257 ;25.320;;;
FORD ;F150 HARLEY;G;>100;2012; 107.253 ;F150;;;
VW ;25.320 CNC T 6X2;D;>100;2011; 107.232 ;25.320;;;
VW ;TOUAREG 3.6 V6;G;>100;2014; 107.222 ;TOUAREG;;;
VOLVO ;VM 310 6X4R;D;>100;2010; 107.203 ;VM;;;
VW ;8.160 DRC 4X2;D;>100;2018; 107.171 ;8.160;;;
BMW ;320I ACTIVE FLEX;G;>100;2016; 107.163 ;320I;;;
VOLVO ;FH 400 6X2T;D;>100;2009; 107.160 ;FH;;;
HONDA ;HR V TOURING;G;>100;2019; 107.141 ;HR;;;
FORD ;F250 TRV TRPVAN;D;>100;2011; 107.137 ;F250;;;
JEEP ;COMPASS NIGHT EGL D;D;>100;2017; 107.107 ;COMPASS;;;
BMW ;Z4 SDRIVE3.5I LM71;G;>100;2009; 107.087 ;Z4;;;
VW ;24.250 CNC RODOPR 8X2;D;>100;2011; 107.058 ;24.250;;;
RENAULT ;MST MODIFICAR EM;D;>100;2020; 107.039 ;MST;;;
VOLVO ;XC60 2.0 T5 KIN;G;>100;2017; 107.007 ;XC60;;;
VW ;MPOLO SENIOR ON;D;>100;2016; 106.998 ;MPOLO;;;
VW ;24.250 MASTER;D;>100;2011; 106.987 ;24.250;;;
AUDI ;A3 SPB 1.4TFSI;G;>100;2019; 106.982 ;A3;;;
VOLVO ;V40 T4 CCOUNTRY;G;>100;2018; 106.975 ;V40;;;
TOYOTA ;HILUX CDSRVA4GF;D;>100;2018; 106.956 ;HILUX;;;
RENAULT ;MAST MARTICAR 19;D;>100;2020; 106.949 ;MAST;;;
JAGUAR ;XF 2.0 PLUXURY;G;>100;2012; 106.939 ;XF;;;
FIAT ;TORO FREEDOM AT9 D4;D;>100;2020; 106.919 ;TORO;;;
RENAULT ;MASTER GCASAMIC1;D;>100;2019; 106.866 ;MASTER;;;
RENAULT ;MASTER CLASSYVAN;D;>100;2018; 106.842 ;MASTER;;;
BMW ;M5 NB91;G;>100;2006; 106.825 ;M5;;;
JEEP ;COMPASS LONGITUDE F;G;>100;2020; 106.816 ;COMPASS;;;
VW ;EUROBUS ESPECIALMC.ON;D;>100;2016; 106.806 ;EUROBUS;;;
VW ;17.190 CRM 4X2;D;>100;2013; 106.775 ;17.190;;;
VW ;17.190 CRM 4X2 4P;D;>100;2013; 106.775 ;17.190;;;
VW ;IRIZAR CENTURY S1;D;>100;2011; 106.747 ;IRIZAR;;;
VW ;TIGUAN ALLSPACE;G;>100;2018; 106.732 ;TIGUAN;;;
VW ;15.190 EOD E.HD ORE;G;>100;2011; 106.716 ;15.190;;;
VW ;9.170 DRC 4X2;D;>100;2017; 106.696 ;9.170;;;
FORD ;CARGO 2423;D;>100;2013; 106.682 ;CARGO;;;
PEUGEOT ;BOXER BUSIN L3;D;>100;2019; 106.679 ;BOXER;;;
VOLVO ;XC60 T6 R DESIGN;G;>100;2014; 106.675 ;XC60;;;
VW ;24.250CN PMERECHIM 82;D;>100;2009; 106.660 ;24.250CN;;;
RENAULT ;MASTER TCA AMB;D;>100;2020; 106.654 ;MASTER;;;
RENAULT ;MASTER FUR L3H2;D;>100;2020; 106.640 ;MASTER;;;
DODGE ;CHALLENGER SRT8;G;>100;2011; 106.624 ;CHALLENGER;;;
FIAT ;TORO RANCH AT D4;D;>100;2018; 106.616 ;TORO;;;
AUDI ;A4 2.0TFSI;G;>100;2016; 106.546 ;A4;;;
AUDI ;A5 CP 225CV;G;>100;2013; 106.495 ;A5;;;
FIAT ;DUCATO MAXIMULTI;D;>100;2017; 106.483 ;DUCATO;;;
VW ;4.150 DRC 4X2;D;>100;2019; 106.480 ;4.150;;;
RENAULT ;EUROHOME TOUR.CH;D;>100;2017; 106.449 ;EUROHOME;;;
FORD ;MUSTANG V6PREMIUM;G;>100;2010; 106.405 ;MUSTANG;;;
VW ;17230EOD NEOBUS SPEC;D;>100;2011; 106.384 ;17230EOD;;;
VOLVO ;VM 220 4X2R;D;>100;2015; 106.373 ;VM;;;
RENAULT ;MASTER EUR ESCL2;D;>100;2015; 106.366 ;MASTER;;;
VOLVO ;BUSSCAR URBPLUS A;D;>100;2006; 106.361 ;BUSSCAR;;;
JEEP ;GCHEROKEE SRT8;G;>100;2012; 106.345 ;GCHEROKEE;;;
BMW ;M135I 1B71;G;>100;2012; 106.342 ;M135I;;;
TOYOTA ;COROLLA ALTIS 20;G;>100;2020; 106.333 ;COROLLA;;;
VW ;MASCA GRANMICRO O;D;>100;2014; 106.332 ;MASCA;;;
NISSAN ;FRONTIER S MTX4;D;>100;2019; 106.321 ;FRONTIER;;;
TOYOTA ;HILUX CDLOWM4FD;D;>100;2018; 106.315 ;HILUX;;;
CHEVROLET ;S10 LTZ DD4A;D;>100;2017; 106.313 ;S10;;;
CHEVROLET ;S10 LTZ DD4A;G;>100;2017; 106.313 ;S10;;;
VW ;INDUSTREILER STAR.ON;D;>100;2012; 106.306 ;INDUSTREILER;;;
VW ;10.160 DRC 4X2;D;>100;2016; 106.263 ;10.160;;;
VW ;TOUAREG 4.2 V8;G;>100;2012; 106.261 ;TOUAREG;;;
VW ;INDUSCAR MIL U OT;D;>100;2009; 106.209 ;INDUSCAR;;;
HONDA ;HR V LX CVT;G;>100;2021; 106.157 ;HR;;;
JEEP ;WRANGLER SPT 3.6L;G;>100;2015; 106.116 ;WRANGLER;;;
VW ;17.210 MAXIBUS URB;D;>100;2010; 106.095 ;17.210;;;
VW ;15.190 EOD E.HD ORE;D;>100;2011; 106.075 ;15.190;;;
VOLVO ;XC60 T6 R DESIGN;G;>100;2013; 106.047 ;XC60;;;
CHEV ;EQUINOX 15T LT;G;>100;2020; 105.977 ;EQUINOX;;;
KIA ;SPORTAGE EX2 FFG3;G;>100;2018; 105.977 ;SPORTAGE;;;
VOLVO ;XC60 3.0T R DESI;G;>100;2013; 105.957 ;XC60;;;
RENAULT ;MASTER MARIM PAS;D;>100;2018; 105.957 ;MASTER;;;
VOLVO ;V40 2.0 T4 MOMEN;G;>100;2019; 105.948 ;V40;;;
BMW ;X6 XDRIVE 35I;G;>100;2010; 105.941 ;X6;;;
CHEV ;TRAILBLAZER LTZ AG4;G;>100;2017; 105.935 ;TRAILBLAZER;;;
HYUNDAI ;TUCSON TURBO LTD;G;>100;2018; 105.912 ;TUCSON;;;
FORD ;F4000 EUROLAF TP;D;>100;2018; 105.759 ;F4000;;;
VOLVO ;VM260 PMERECHIM 82;D;>100;2009; 105.758 ;VM260;;;
VW ;9.150 INDUST STAR.ON;D;>100;2012; 105.752 ;9.150;;;
CHEVROLET ;CAMARO;G;>100;2011; 105.724 ;CAMARO;;;
VW ;25.370 CLM T 6X2;D;>100;2010; 105.698 ;25.370;;;
VW ;COMIL PIA URB O;D;>100;2012; 105.698 ;COMIL;;;
VW ;INDUSCAR FOZ VWOD;D;>100;2013; 105.689 ;INDUSCAR;;;
VW ;MPOLO VIAGGIO R;D;>100;2009; 105.634 ;MPOLO;;;
VW ;MASCA GRANVIA E O;D;>100;2008; 105.634 ;MASCA;;;
VW ;INDUSCAR GI R 240;D;>100;2010; 105.607 ;INDUSCAR;;;
FORD ;EDGE 3.5;G;>100;2015; 105.551 ;EDGE;;;
CHEVROLET ;CAMARO 2SS C;G;>100;2010; 105.496 ;CAMARO;;;
FIAT ;TORO VOLCANO AT9 D4;D;>100;2019; 105.489 ;TORO;;;
VW ;31.260 CNM 6X4;D;>100;2010; 105.466 ;31.260;;;
VW ;17.190 CRM 4X2 4P;D;>100;2012; 105.457 ;17.190;;;
FIAT ;TORO VOLCANO AT D4;D;>100;2019; 105.456 ;TORO;;;
FIAT ;TORO VOLCANO AT D4;G;>100;2019; 105.456 ;TORO;;;
VW ;BMB 24.250 CLC 8X2;D;>100;2011; 105.440 ;BMB;;;
FORD ;C2428 PMERECHIM 8X2;D;>100;2012; 105.429 ;C2428;;;
FORD ;MUSTANG V6 COUPE;G;>100;2011; 105.407 ;MUSTANG;;;
FORD ;MUSTANG CONV;G;>100;2007; 105.405 ;MUSTANG;;;
RENAULT ;MASTER FUR L3H2;D;>100;2019; 105.354 ;MASTER;;;
AUDI ;A3 SPB 122CV;G;>100;2019; 105.330 ;A3;;;
VW ;BMB 26.260E 8X4;D;>100;2009; 105.311 ;BMB;;;
TOYOTA ;COROLLA APREMIUMH;G;>100;2019; 105.286 ;COROLLA;;;
FORD ;CARGO BELP 2429 SL;D;>100;2012; 105.284 ;CARGO;;;
FORD ;CARGO 2429;D;>100;2012; 105.272 ;CARGO;;;
TOYOTA ;COROLLA ALTIS HV;D;>100;2019; 105.265 ;COROLLA;;;
JEEP ;COMPASS TRAILHAWK D;D;>100;2016; 105.265 ;COMPASS;;;
FORD ;RANGER XLS4STMA32;D;>100;2019; 105.235 ;RANGER;;;
FIAT ;TORO FREEDOM AT6;G;>100;2021; 105.231 ;TORO;;;
CHEVROLET ;CAMARO 1SS;G;>100;2012; 105.215 ;CAMARO;;;
VW ;COMIL CAMPIONE R;D;>100;2007; 105.187 ;COMIL;;;
DODGE ;RAM;G;>100;2012; 105.114 ;RAM;;;
VW ;COMIL SVELTO U;D;>100;2013; 105.095 ;COMIL;;;
VW ;24.250 CNC RODOPR 8X2;D;>100;2010; 105.083 ;24.250;;;
VW ;24.250 CLC 6X2;D;>100;2013; 105.064 ;24.250;;;
HYUNDAI ;GENESIS;G;>100;2014; 105.053 ;GENESIS;;;
FORD ;C2622E PMERECHIM 84;D;>100;2010; 105.053 ;C2622E;;;
VW ;PM1000TAO CAM 3E;D;>100;2014; 105.041 ;PM1000TAO;;;
FORD ;CARGO 2429 SL;D;>100;2012; 105.022 ;CARGO;;;
BMW ;Z4 SDRIVE2.3I LM31;G;>100;2011; 105.017 ;Z4;;;
JEEP ;GCHEROKEE SRT8;G;>100;2011; 105.008 ;GCHEROKEE;;;
CHEV ;CRUZE PRE NB AT;G;>100;2020; 104.967 ;CRUZE;;;
AUDI ;TTS CP 2.0T 272CV;G;>100;2010; 104.964 ;TTS;;;
VW ;17.190 CRM 4X2;D;>100;2012; 104.962 ;17.190;;;
FORD ;RANGER XLSCD2A22;D;>100;2019; 104.954 ;RANGER;;;
VOLVO ;MULTIEIXO VM260 ED;D;>100;2008; 104.944 ;MULTIEIXO;;;
VW ;26.260 E;D;>100;2010; 104.944 ;26.260;;;
FORD ;CARGO 2423 L;D;>100;2013; 104.931 ;CARGO;;;
FORD ;RANGER XLT CD432A;D;>100;2016; 104.909 ;RANGER;;;
FIAT ;DUCATO ENGESIGMIC;D;>100;2017; 104.863 ;DUCATO;;;
VW ;MASCA GRAN MIDI U;D;>100;2012; 104.848 ;MASCA;;;
FORD ;MUSTANG V6 3.7L;G;>100;2011; 104.807 ;MUSTANG;;;
JEEP ;GCHEROKEE LARED;G;>100;2014; 104.765 ;GCHEROKEE;;;
HONDA ;CIVIC COUPE SI;G;>100;2017; 104.716 ;CIVIC;;;
VW ;15.190 WORKER;D;>100;2015; 104.688 ;15.190;;;
RENAULT ;MASTER FFORMA.ES;D;>100;2018; 104.687 ;MASTER;;;
FORD ;RANGER LTDCD4A32C;D;>100;2016; 104.670 ;RANGER;;;
VW ;AMAROK CD 4X4 HIGH;D;>100;2017; 104.662 ;AMAROK;;;
VW ;31.320 CLC 6X4;D;>100;2009; 104.613 ;31.320;;;
FIAT ;DUCATO MAXICARGO;D;>100;2018; 104.543 ;DUCATO;;;
NISSAN ;KICKS UEFA CL EDT;G;>100;2021; 104.527 ;KICKS;;;
VOLVO ;FM370 4X2R;D;>100;2010; 104.489 ;FM370;;;
FORD ;CARGO 2628 E;D;>100;2012; 104.438 ;CARGO;;;
CHEVROLET ;S10 LS DD4;D;>100;2020; 104.430 ;S10;;;
TOYOTA ;HILUX CDSR A2GF;G;>100;2019; 104.414 ;HILUX;;;
TOYOTA ;HILUX CD4X4 SRV;D;>100;2015; 104.384 ;HILUX;;;
VW ;BMB 24.250 CNC 8X2;D;>100;2011; 104.358 ;BMB;;;
JEEP ;GCHEROKEE LTD3.6L;G;>100;2014; 104.348 ;GCHEROKEE;;;
VW ;17230EOD NEOBUS MEGA;D;>100;2008; 104.344 ;17230EOD;;;
FIAT ;DUCATO CARGO 10;D;>100;2019; 104.340 ;DUCATO;;;
CHEVROLET ;S10 LTZ DD4A;D;>100;2016; 104.323 ;S10;;;
CHEVROLET ;S10 LTZ DD4A;G;>100;2016; 104.323 ;S10;;;
VW ;17.280 CRM 4X2 4P;D;>100;2012; 104.305 ;17.280;;;
VW ;17.280 CRM 4X2;D;>100;2012; 104.305 ;17.280;;;
VW ;MASCA GRANMINI M;D;>100;2016; 104.294 ;MASCA;;;
VW ;NEOBUS MEGA U;D;>100;2012; 104.290 ;NEOBUS;;;
FORD ;RANGER LTD CD432A;D;>100;2016; 104.251 ;RANGER;;;
VW ;13.160 DRC 6X2;D;>100;2016; 104.226 ;13.160;;;
VOLVO ;VM 330 4X2R;D;>100;2012; 104.174 ;VM;;;
VW ;15.190 EOD ESCOLAR HD;D;>100;2009; 104.167 ;15.190;;;
VOLVO ;VM 270 4X2R;D;>100;2013; 104.131 ;VM;;;
KIA ;MOHAVE EX 3.0L VGT;D;>100;2014; 104.129 ;MOHAVE;;;
VOLVO ;FM12 340 4X2T;D;>100;2006; 104.128 ;FM12;;;
GM ;SILVERADO K3500 HD;D;>100;2009; 104.111 ;SILVERADO;;;
VW ;31.320 CNC 6X4;D;>100;2010; 104.111 ;31.320;;;
FORD ;CARGO 1723;D;>100;2013; 104.098 ;CARGO;;;
VOLVO ;VM 330 4X2T;D;>100;2012; 104.090 ;VM;;;
AUDI ;A4 AVANT 2.0T FSI;G;>100;2015; 104.085 ;A4;;;
FORD ;CARGO 1723 L;D;>100;2013; 104.072 ;CARGO;;;
VW ;19.330 CTC 4X2;D;>100;2015; 104.024 ;19.330;;;
BMW ;X5 XDRIVE 35I ZV41;G;>100;2011; 103.992 ;X5;;;
VOLVO ;XC60 D5 MOMENTUM;G;>100;2016; 103.981 ;XC60;;;
VW ;VIR 17250 CLC 6X2;D;>100;2011; 103.933 ;VIR;;;
RENAULT ;MST MODIFICAR EM;D;>100;2019; 103.901 ;MST;;;
TOYOTA ;HILUXSW4 SRV4X4;D;>100;2012; 103.878 ;HILUXSW4;;;
VOLVO ;COMIL VERSATILE R;D;>100;2010; 103.861 ;COMIL;;;
AUDI ;A8 4.2;G;>100;2006; 103.840 ;A8;;;
CITROEN ;C4CACTUS SHINE T;G;>100;2021; 103.788 ;C4CACTUS;;;
TOYOTA ;HILUX CSLSTM4FD;G;>100;2019; 103.736 ;HILUX;;;
TOYOTA ;PRIUS NGA TOP;G;>100;2019; 103.724 ;PRIUS;;;
VW ;24.250 MASTER;D;>100;2010; 103.721 ;24.250;;;
VW ;10.160 DRC 4X2 PLUS;D;>100;2015; 103.709 ;10.160;;;
VW ;AMAROK CD 4X4 SE;D;>100;2019; 103.639 ;AMAROK;;;
FORD ;FUSION TITGTDIAWD;G;>100;2017; 103.613 ;FUSION;;;
VW ;BUSSCAR ECOSS U;D;>100;2007; 103.607 ;BUSSCAR;;;
NISSAN ;FRONTIER S MTX4;D;>100;2018; 103.603 ;FRONTIER;;;
CHEV ;TRACKER 12T A;G;>100;2021; 103.601 ;TRACKER;;;
FORD ;F150 HARLEY;G;>100;2011; 103.570 ;F150;;;
VOLVO ;FH12 420 6X2T;D;>100;2006; 103.569 ;FH12;;;
AUDI ;A3 LM 150CV;G;>100;2020; 103.544 ;A3;;;
VW ;24.250 CNC 6X2;G;>100;2011; 103.506 ;24.250;;;
TOYOTA ;HILUX CDSRVA2GF;G;>100;2018; 103.438 ;HILUX;;;
VW ;9.150 IBRAVA APOLLO;D;>100;2009; 103.421 ;9.150;;;
BMW ;328I ACTIVE FLEX;G;>100;2014; 103.419 ;328I;;;
VW ;24.250 CLC 6X2;D;>100;2012; 103.400 ;24.250;;;
VW ;17.190 WORKER;D;>100;2013; 103.397 ;17.190;;;
AUDI ;Q3 2.0TFSI;G;>100;2016; 103.379 ;Q3;;;
DODGE ;CHARGER RT;G;>100;2009; 103.335 ;CHARGER;;;
FIAT ;DUCATO ENGESIGEXE;D;>100;2017; 103.330 ;DUCATO;;;
TOYOTA ;HILUX CHLSTM4FD;D;>100;2020; 103.325 ;HILUX;;;
BMW ;528I;G;>100;2013; 103.320 ;528I;;;
FORD ;CARGO 2429 L;D;>100;2012; 103.280 ;CARGO;;;
FORD ;RANGER XLSCD2A22;D;>100;2018; 103.278 ;RANGER;;;
FIAT ;DUCATO CARGO 8;D;>100;2020; 103.271 ;DUCATO;;;
RENAULT ;MASTER MART L3;D;>100;2018; 103.271 ;MASTER;;;
CHEV ;TRACKER T A LT;G;>100;2021; 103.262 ;TRACKER;;;
JEEP ;COMPASS LIMITED F H;G;>100;2018; 103.219 ;COMPASS;;;
VOLVO ;VM 260 6X2 MASTER;D;>100;2010; 103.213 ;VM;;;
FORD ;F4000 TRV MULTI;D;>100;2017; 103.199 ;F4000;;;
VW ;INDUSCAR FOZ U;D;>100;2009; 103.182 ;INDUSCAR;;;
CHEVROLET ;S10 LTZ DD2A;D;>100;2017; 103.157 ;S10;;;
CHEVROLET ;CAMARO C 2LT;G;>100;2012; 103.138 ;CAMARO;;;
FORD ;CARGO 1119;D;>100;2017; 103.133 ;CARGO;;;
FORD ;CARGO 1519 S;D;>100;2015; 103.131 ;CARGO;;;
VW ;13.190 WORKER;D;>100;2015; 103.109 ;13.190;;;
JAGUAR ;XF V6 H LUXURY;G;>100;2011; 103.051 ;XF;;;
FORD ;F 4000 4X4 P;D;>100;2017; 103.050 ;F;;;
VW ;24.250CN PMERECHIM 82;D;>100;2008; 103.024 ;24.250CN;;;
VOLVO ;FH 400 4X2T;D;>100;2009; 103.018 ;FH;;;
RENAULT ;MASTER GCASAMIC1;D;>100;2018; 103.005 ;MASTER;;;
RENAULT ;MASTER L2H2 MNPA;D;>100;2019; 103.000 ;MASTER;;;
BMW ;X3 XDRIVE20I WX31;G;>100;2014; 102.967 ;X3;;;
VW ;15.190 EOD ESC.SUPER;D;>100;2012; 102.938 ;15.190;;;
CHEVROLET ;CAMARO 2SS;G;>100;2011; 102.929 ;CAMARO;;;
VW ;MASCA GRANFLEX O;D;>100;2006; 102.911 ;MASCA;;;
VW ;17.280 CRM 4X2 4P;D;>100;2011; 102.884 ;17.280;;;
VW ;17.280 CRM 4X2;D;>100;2011; 102.884 ;17.280;;;
CHEVROLET ;CAMARO V8 CO;G;>100;2011; 102.866 ;CAMARO;;;
JEEP ;WRANGLER ULT 3.6L;D;>100;2013; 102.852 ;WRANGLER;;;
VW ;15.180 ATHOS MC.CM;D;>100;2010; 102.823 ;15.180;;;
TOYOTA ;HILUX CDSRVA4GF;G;>100;2017; 102.821 ;HILUX;;;
FIAT ;DUCATO GREEN AMB;D;>100;2019; 102.817 ;DUCATO;;;
VW ;10.160 DRC 6X2 PLUS;D;>100;2016; 102.790 ;10.160;;;
FORD ;MUSTANG V6;G;>100;2013; 102.782 ;MUSTANG;;;
BMW ;X6XDRIVE 3.5I FG41;G;>100;2010; 102.741 ;X6XDRIVE;;;
FORD ;MUSTANG V6PREMIUM;G;>100;2009; 102.681 ;MUSTANG;;;
VW ;MULTIEIXO 24250 8X4;D;>100;2010; 102.666 ;MULTIEIXO;;;
CHEVROLET ;S10 LT DD4A;D;>100;2017; 102.657 ;S10;;;
BMW ;X6 XDRIVE35I;G;>100;2010; 102.647 ;X6;;;
CHEVROLET ;S10 LT DD4;D;>100;2017; 102.605 ;S10;;;
FORD ;ECOSPORT ATM4AT 2.0;G;>100;2021; 102.604 ;ECOSPORT;;;
FORD ;F 4000 P;D;>100;2018; 102.598 ;F;;;
VOLVO ;VM260 PMERECHIM 82;D;>100;2008; 102.590 ;VM260;;;
VW ;17230EOD NEOBUS MEGA;D;>100;2007; 102.520 ;17230EOD;;;
HYUNDAI ;CRETA 16A PULSE;G;>100;2021; 102.519 ;CRETA;;;
FORD ;CARGO 1719 B;D;>100;2013; 102.511 ;CARGO;;;
FORD ;CARGO 1719;D;>100;2013; 102.511 ;CARGO;;;
FORD ;FUSION TIT HYBRID;G;>100;2017; 102.488 ;FUSION;;;
NISSAN ;VERSA EXCL CVT;G;>100;2021; 102.453 ;VERSA;;;
FORD ;CARGO 1319;D;>100;2015; 102.446 ;CARGO;;;
BMW ;760 LI NH01;G;>100;2006; 102.441 ;760;;;
AUDI ;A5 CP 2.0TFSI;G;>100;2013; 102.440 ;A5;;;
FORD ;CARGO 2632 E;D;>100;2008; 102.423 ;CARGO;;;
RENAULT ;MASTER FUR L2H2;D;>100;2020; 102.404 ;MASTER;;;
VOLVO ;S60 T4 MOMENTUM;G;>100;2019; 102.335 ;S60;;;
RENAULT ;MASTER PORTO AMB;D;>100;2018; 102.320 ;MASTER;;;
VW ;MASCA GRANMICRO E O;D;>100;2010; 102.314 ;MASCA;;;
VW ;26.220 EURO3 WORKER;D;>100;2010; 102.309 ;26.220;;;
VW ;10.160 DRC 6X2 PLUS;D;>100;2015; 102.256 ;10.160;;;
VW ;19.370 CLM T 4X2;D;>100;2011; 102.222 ;19.370;;;
JEEP ;RENEGADE LNGTD AT D;D;>100;2019; 102.212 ;RENEGADE;;;
